mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,molecular_formula,molecular_bonds,double_bond_stereochemistry,tetrahedral_chirality,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,rmsd_≤_2å,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization,inchi_crystal_valid,inchi_docked_valid,inchi_crystal,inchi_docked,inchi_overall,inchi_version,hydrogens,net_charge,protons,stereo_sp3,stereo_sp3_inverted,stereo_type,stereochemistry_preserved,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,smallest_distance_protein,num_pairwise_clashes_protein,most_extreme_ligand_atom_id_protein,most_extreme_protein_atom_id_protein,most_extreme_ligand_element_protein,most_extreme_protein_element_protein,most_extreme_ligand_vdw_protein,most_extreme_protein_vdw_protein,most_extreme_sum_radii_protein,most_extreme_distance_protein,most_extreme_sum_radii_scaled_protein,most_extreme_relative_distance_protein,most_extreme_clash_protein,smallest_distance_organic_cofactors,not_too_far_away_organic_cofactors,num_pairwise_clashes_organic_cofactors,most_extreme_ligand_atom_id_organic_cofactors,most_extreme_protein_atom_id_organic_cofactors,most_extreme_ligand_element_organic_cofactors,most_extreme_protein_element_organic_cofactors,most_extreme_ligand_vdw_organic_cofactors,most_extreme_protein_vdw_organic_cofactors,most_extreme_sum_radii_organic_cofactors,most_extreme_distance_organic_cofactors,most_extreme_sum_radii_scaled_organic_cofactors,most_extreme_relative_distance_organic_cofactors,most_extreme_clash_organic_cofactors,smallest_distance_inorganic_cofactors,not_too_far_away_inorganic_cofactors,num_pairwise_clashes_inorganic_cofactors,most_extreme_ligand_atom_id_inorganic_cofactors,most_extreme_protein_atom_id_inorganic_cofactors,most_extreme_ligand_element_inorganic_cofactors,most_extreme_protein_element_inorganic_cofactors,most_extreme_ligand_vdw_inorganic_cofactors,most_extreme_protein_vdw_inorganic_cofactors,most_extreme_sum_radii_inorganic_cofactors,most_extreme_distance_inorganic_cofactors,most_extreme_sum_radii_scaled_inorganic_cofactors,most_extreme_relative_distance_inorganic_cofactors,most_extreme_clash_inorganic_cofactors,smallest_distance_waters,not_too_far_away_waters,num_pairwise_clashes_waters,most_extreme_ligand_atom_id_waters,most_extreme_protein_atom_id_waters,most_extreme_ligand_element_waters,most_extreme_protein_element_waters,most_extreme_ligand_vdw_waters,most_extreme_protein_vdw_waters,most_extreme_sum_radii_waters,most_extreme_distance_waters,most_extreme_sum_radii_scaled_waters,most_extreme_relative_distance_waters,most_extreme_clash_waters,volume_overlap_protein,volume_overlap_organic_cofactors,volume_overlap_inorganic_cofactors,volume_overlap_waters,rmsd,kabsch_rmsd,centroid_distance,mol_id
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C9H28N3O13P3/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(23-8)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h5-9,11,13-21,26-28H,1-4,10H2/t5-,6+,7-,8+,9+/m0/s1","InChI=1S/C9H16N3O13P3/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(23-8)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H,20,21)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1",False,True,False,True,True,False,True,True,False,29,0.9951076435394481,1.0070007098055251,0,0,45,1.0031530985845398,0,304,1.002446083292373,0,29,45,304,1,1,6.812918289633707e-06,0,0,,0,0,,16,78.94237642627253,35.96399719145691,2.195038999864702,2.0537082777259315,1,22,6321,O,N,1.55,1.6,3.1500000000000004,2.0537082777259315,3.1500000000000004,0.651970881817756,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.02313927781871776,,,,27.196345762580993,1.7957570467441661,25.646196660777804,4fyv_1_DCP_2
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C9H24N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h4-10,12-20,24-25H,1-3H2/t4-,5-,6-,7-,8-,9-/m1/s1","InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",False,True,False,True,True,False,True,True,False,26,0.9873965476265352,1.003271701970964,0,0,40,1.0098652154103616,0,234,1.0053711492417825,0,26,40,234,1,1,3.79083210523554e-05,0,0,,0,0,,14,59.24025466155332,35.98032889849326,1.6464622885655198,0.8676156637590182,26,15,1006,O,N,1.55,1.6,3.1500000000000004,0.8676156637590182,3.1500000000000004,0.2754335440504819,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.20919229469415343,,,,6.225061166093068,1.1916350509387204,4.8032612103794605,4pfx_1_UDP_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C11H24NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h6-11,13-19,22H,1-5H2/t6-,7+,8+,9+,10+/m0/s1","InChI=1S/C11H14NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h1-4,7-10,13-14H,5H2,(H2-,15,16,17,18,19)/p+1/t7-,8-,9-,10-/m1/s1",False,True,False,True,False,False,False,True,False,23,0.98760159108143,1.0080036881566041,0,0,34,1.0091171241032004,0,174,1.0023466416180227,0,23,34,174,1,1,2.059142885130205e-05,0,0,,0,0,,14,59.27218836301803,35.610631729114516,1.664452032580998,1.1264327276850583,7,16,1625,O,O,1.55,1.55,3.1,1.1264327276850583,3.1,0.36336539602743817,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.10405847278322754,,,,36.94938423908135,0.8958982761481067,36.884653207892406,4uoc_1_NCN_1
True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C4H12N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1-4,6-11H,5H2/t1-,2-,3-,4+/m1/s1","InChI=1S/C4H4N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h(H4,5,6,7,8,9,10,11)",False,True,False,True,True,False,False,False,False,11,1.0054522313425467,1.0031741370581426,0,0,15,1.0003888630235993,0,29,0.6501904774549541,1,11,15,28,0,0,,0,0,,0,0,,4,51.09649193779358,40.95952084249653,1.2474875410353845,1.3318887753862931,8,2,884,O,O,1.55,1.55,3.1,1.3318887753862931,3.1,0.42964154044719133,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.19779353821907014,,,,2.4864128025220293,0.9720304643880566,0.9894363515667166,3o7j_1_2AL_0
True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C4H11NO4/c5-2(4(8)9)1-3(6)7/h2-4,6-9H,1,5H2/t2-/m0/s1","InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",False,True,False,True,True,True,True,True,True,8,0.9978454601291773,1.0012653298285314,0,0,10,1.0044558363189537,0,18,1.0097556482796828,0,8,10,18,0,0,,0,0,,0,0,,7,11.210982182677355,7.423027956614363,1.5102977178858255,1.7634639037984328,1,8,3096,O,O,1.55,1.55,3.1,1.7634639037984328,3.1,0.5688593238059461,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0602247191011236,,,,3.412261608115975,0.9932498807045622,2.7397817681859116,5k3o_2_ASP_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C10H31N6O12P3/c11-8-5-9(13-2-12-8)16(3-14-5)10-7(18)6(17)4(27-10)1-26-31(24,25)28-30(22,23)15-29(19,20)21/h4-10,12-15,17-25,29-31H,1-3,11H2/t4-,5+,6-,7-,8+,9+,10-/m1/s1","InChI=1S/C10H17N6O12P3/c11-8-5-9(13-2-12-8)16(3-14-5)10-7(18)6(17)4(27-10)1-26-31(24,25)28-30(22,23)15-29(19,20)21/h2-4,6-7,10,17-18H,1H2,(H,24,25)(H2,11,12,13)(H4,15,19,20,21,22,23)/t4-,6-,7-,10-/m1/s1",False,True,False,True,True,False,True,True,False,33,0.9895484152074314,1.0075136265293125,0,0,52,1.0125765826499935,0,380,0.9112312529920557,0,33,52,380,1,1,5.3457254963917844e-05,0,0,,0,0,,17,199.3401062115196,76.74709984587251,2.597363374145013,1.8518471076198488,11,8,4656,C,C,1.7,1.7,3.4,1.8518471076198488,3.4,0.5446609140058379,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.07617879531207414,,,,32.571860919838315,2.556725893156035,32.06735584944741,3se5_1_ANP_2
True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C10H20O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h8-11H,3-7H2,1-2H3/t8-,9-,10-/m1/s1","InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3-7,11H,1-2H3/b4-3+",False,True,False,True,True,False,False,False,False,12,0.9825374777336374,1.0125002145019208,0,0,15,1.0056373057433874,0,39,1.000213240251296,0,12,15,39,1,1,3.032482396830849e-05,0,0,,0,0,,12,35.4427484671272,24.13990831118503,1.4682221659767072,2.539596609700052,1,10,4809,C,C,1.7,1.7,3.4,2.539596609700052,3.4,0.7469401793235447,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.021283671433322247,,,,43.54133270692343,0.5923102487894157,43.385967492876276,5fxd_1_H7Y_1
True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,"InChI=1S/C27H59N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h10-27,29-34,37-47,52-53H,3-9,28H2,1-2H3/t10-,11+,12+,13+,14+,15-,16-,17+,18+,19+,20-,21-,22+,23+,24+,25+,26-,27-/m1/s1","InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",False,True,False,True,True,False,False,True,False,58,0.9733692592135103,1.013721782223111,0,0,89,1.017914198210628,0,1231,0.5573781477451079,1,58,89,1230,4,4,0.0010661078433106264,0,0,,0,0,,33,573.2965717453404,139.9984973685704,4.095019464644948,2.2884788943750363,1,8,3318,N,O,1.6,1.55,3.1500000000000004,2.2884788943750363,3.1500000000000004,0.7265012363095352,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.027736131934032984,,,,0.7696063650788052,0.7360138277982338,0.14910364417754576,4cdn_2_FAD_0
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6+/m1/s1","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1",False,True,True,True,True,False,True,True,False,12,0.9863988282761765,1.0067647719499822,0,0,17,1.006023537470304,0,37,1.0585441400363942,0,12,17,37,0,0,,5,5,0.3093160987233799,0,0,,12,49.594662302453685,30.099157175897453,1.6477093365978923,1.9326535566417486,1,5,3651,O,O,1.55,1.55,3.1,1.9326535566417486,3.1,0.6234366311747576,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.06624158696422246,,,,39.41430175071819,0.41053896038449506,39.277949902558774,4tvd_1_GLC_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C16H28ClF3N2O3/c17-11-7-12(9-13(8-11)25-16(18,19)20)21-15(24)22-14-4-2-1-3-10(14)5-6-23/h10-15,21-24H,1-9H2/t10-,11+,12+,13+,14+,15-/m1/s1","InChI=1S/C16H14ClF3N2O3/c17-11-7-12(9-13(8-11)25-16(18,19)20)21-15(24)22-14-4-2-1-3-10(14)5-6-23/h1-4,7-9,23H,5-6H2,(H2,21,22,24)",False,True,False,True,True,False,False,False,False,26,0.9797070518845354,1.013343821937199,0,0,36,1.0076267260942073,0,238,0.9902750793043898,0,26,36,238,2,2,3.373226515102079e-05,0,0,,0,0,,14,88.63607155260654,49.412097215880365,1.7938131863814137,2.219757554328851,1,0,2849,O,C,1.55,1.7,3.25,2.219757554328851,3.25,0.6830023244088772,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.034407151290268174,,,,3.8323080510835767,2.1980644615027964,1.7370790427427227,6yap_1_OHZ_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C10H22N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7-6(4(1-16)19-10)20-22(17,18)21-7/h4-10,12-14,16-18,22H,1-3,11H2/t4-,5+,6-,7-,8+,9-,10-/m1/s1","InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7-6(4(1-16)19-10)20-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",False,True,False,True,True,False,True,True,False,25,0.9712576860553211,1.008227272102442,0,0,39,1.0257651651528368,0,167,0.9873003474289411,0,25,39,167,1,1,3.073746133763766e-05,0,0,,0,0,,12,107.94055851369599,71.48611876571819,1.509951307714021,1.3271841168428737,6,14,2916,O,C,1.55,1.7,3.25,1.3271841168428737,3.25,0.4083643436439611,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.07907444668008048,,,,11.874724851223826,0.7676260466642333,10.613602000101077,6o70_1_ACK_1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1","InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",True,True,True,True,True,True,True,True,True,6,0.9824893942878297,1.0080078733439974,0,0,8,1.0002667237199532,0,7,1.1739431706527188,0,6,8,7,0,0,,0,0,,0,0,,14,38.96965114603988,22.07556756131201,1.7652842237377027,3.010330885467578,0,5,913,C,O,1.7,1.55,3.25,3.010330885467578,3.25,0.9262556570669471,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.010230179028132993,,,,0.9691654944921868,0.05236233976887448,0.6751654468441363,4cnl_1_CHT_1
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C5H10O3/c6-5(7)4-2-1-3-8-4/h4-7H,1-3H2/t4-/m1/s1","InChI=1S/C5H4O3/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)",False,True,False,True,True,False,False,False,False,8,1.0028817640941956,1.0048532477235632,0,0,10,1.004757413205002,0,10,1.0037880690898664,0,8,10,10,1,1,6.616990236740783e-06,0,0,,0,0,,4,36.19867602146738,34.439994719438225,1.0510650862857578,1.1186242845567043,4,2,10012,O,N,1.55,1.6,3.1500000000000004,1.1186242845567043,3.1500000000000004,0.3551188204941918,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.1463157894736842,,,,46.758842043751464,0.07749793266556468,46.66203113854655,2gag_1_FOA_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C7H18NOS/c1-7(9)10-6-5-8(2,3)4/h7,9H,5-6H2,1-4H3/q+1/t7-/m1/s1","InChI=1S/C7H16NOS/c1-7(9)10-6-5-8(2,3)4/h5-6H2,1-4H3/q+1",False,True,False,True,True,False,False,False,False,9,0.986683966087957,1.0001347677626926,0,0,12,1.00273218884203,0,24,1.0683632156432845,0,9,12,24,0,0,,0,0,,0,0,,16,45.71163450546956,21.779356260813508,2.098851497632012,1.7955537001159276,5,9,401,C,C,1.7,1.7,3.4,1.7955537001159276,3.4,0.5281040294458611,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.1494612443517553,,,,5.535946246487588,1.062204829882236,3.1213536284118737,6ur1_2_AT3_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,"InChI=1S/C27H59N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h10-27,29-34,37-47,52-53H,3-9,28H2,1-2H3/t10-,11+,12+,13-,14+,15-,16-,17+,18+,19+,20-,21-,22+,23-,24+,25+,26-,27-/m1/s1","InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",False,True,False,True,True,False,False,True,False,58,0.9827062024728273,1.0135393647638302,0,0,89,1.0141733537036572,0,1231,0.9601997846442172,0,58,89,1231,4,4,0.00017512160372154528,0,0,,0,0,,33,207.00641565668653,139.9984973685704,1.478633124980664,1.8202480298025296,6,10,2872,O,N,1.55,1.6,3.1500000000000004,1.8202480298025296,3.1500000000000004,0.5778565173976284,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0499052952318208,,,,0.9031938476401918,0.4248439446179011,0.6673058766260893,3gf4_1_FAD_1
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,"InChI=1S/C2H7NO/c1-2(3)4/h2,4H,3H2,1H3/t2-/m1/s1","InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",False,True,False,True,True,False,False,False,False,3,0.9882885828728208,1.0036267767205123,0,0,3,1.0053238550228794,0,0,,0,3,3,0,0,0,,0,0,,0,0,,5,4.559499879765412,2.2674081073301906,2.0108862912791183,1.4215285751612614,1,2,2198,N,O,1.6,1.55,3.1500000000000004,1.4215285751612614,3.1500000000000004,0.45127891274960674,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.1450313339301701,,,,1.829070851552776,0.05360271154693434,0.875836122656517,3ub7_1_ACM_1
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C9H20N4O2/c10-4-8(14)11-5-1-2-6-7(3-5)13-9(15)12-6/h5-9,11-15H,1-4,10H2/t5-,6-,7+,8-,9-/m0/s1","InChI=1S/C9H10N4O2/c10-4-8(14)11-5-1-2-6-7(3-5)13-9(15)12-6/h1-3H,4,10H2,(H,11,14)(H2,12,13,15)",False,True,False,True,True,False,False,False,False,16,0.9884177383543664,1.009989950238608,0,0,22,1.0057945968725366,0,67,0.9803151994346632,0,16,22,67,1,1,4.910208867259236e-05,0,0,,0,0,,10,95.46433766998094,66.52421230837322,1.4350314623411948,2.368460742761001,0,3,4410,O,N,1.55,1.6,3.1500000000000004,2.368460742761001,3.1500000000000004,0.7518922992892065,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.025379229871645273,,,,21.04509542039031,1.0971812969468018,20.700814291326804,4idk_1_1FE_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C16H28ClF3N2O3/c17-11-7-12(9-13(8-11)25-16(18,19)20)21-15(24)22-14-4-2-1-3-10(14)5-6-23/h10-15,21-24H,1-9H2/t10-,11-,12-,13+,14+,15+/m0/s1","InChI=1S/C16H14ClF3N2O3/c17-11-7-12(9-13(8-11)25-16(18,19)20)21-15(24)22-14-4-2-1-3-10(14)5-6-23/h1-4,7-9,23H,5-6H2,(H2,21,22,24)",False,True,False,True,True,False,False,False,False,26,0.9812744261874821,1.0118344976020015,0,0,36,1.0097799688735132,0,238,1.0001557369015506,0,26,36,238,2,2,0.00034827998645192704,0,0,,0,0,,14,79.25721101680378,49.412097215880365,1.6040041909277958,1.8747782402193618,6,2,2708,N,C,1.6,1.7,3.3,1.8747782402193618,3.3,0.5681146182482915,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.07644279446506919,,,,8.64586170171603,1.3471497120934548,2.43197668079282,6yaq_1_OHZ_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C21H47N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h9-21,24-26,29-37,43-44H,1-8,22-23H2/t9-,10+,11+,12-,13+,14+,15+,16+,17-,18+,19-,20+,21+/m0/s1","InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",False,True,False,True,False,False,False,True,False,48,0.9880295278490707,1.0082619815614473,0,0,73,1.0129017949429524,0,825,0.8825855657632451,0,48,73,825,2,2,1.846965492219299e-05,0,0,,0,0,,27,295.37340250493895,114.23302409231333,2.5857093852846225,1.6692006500118532,5,5,7712,C,C,1.7,1.7,3.4,1.6692006500118532,3.4,0.4909413676505451,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.05970443349753694,,,,41.278738689305904,2.462169219283619,39.35424969672289,3ad9_1_NAD_0
True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C8H21N2O9P/c11-3-9-1-5(12)10-8-7(14)6(13)4(19-8)2-18-20(15,16)17/h4-17,20H,1-3H2/t4-,5+,6-,7-,8-/m1/s1","InChI=1S/C8H15N2O9P/c11-3-9-1-5(12)10-8-7(14)6(13)4(19-8)2-18-20(15,16)17/h3-4,6-8,13-14H,1-2H2,(H,9,11)(H,10,12)(H2,15,16,17)/t4-,6-,7-,8-/m1/s1",False,True,False,True,True,False,True,True,False,20,0.9898957822102713,1.0030712881593589,0,0,28,1.006646388458242,0,142,1.0135839536239288,0,20,28,142,0,0,,0,0,,0,0,,15,52.23475543618953,26.394176684095132,1.9790257548615136,1.4376720975243291,7,8,264,O,N,1.55,1.6,3.1500000000000004,1.4376720975243291,3.1500000000000004,0.45640384048391397,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.10761316872427984,,,,5.338303109743769,1.4169093097065733,3.67199645360327,2hs3_1_FGR_0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",True,True,True,True,True,True,True,True,True,7,0.9958889460108542,1.007964907575248,0,0,6,1.0066442899699615,0,15,1.072308056679504,0,7,6,15,0,0,,0,0,,0,0,,18,25.381497628072612,10.009514366484197,2.535737169533407,1.132119896477401,10,3,1731,C,N,1.7,1.6,3.3,1.132119896477401,3.3,0.34306663529618214,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.2652801358234295,,,,18.04090959209097,0.5288029798724013,17.965395180805235,2vdf_1_OCT_0
